x1,x2,x3,x4,x5,y
0.0,0.0,0.0,0.0,0.0,0.0
0.006289433316067751,0.012578617838741058,0.01886730478446709,0.025155245389375847,0.0314421909191206,0.09433279224777236
0.012578617838741058,0.025155245389375847,0.03772789267871718,0.05029457036336618,0.06285329004448194,0.1886096163146822
0.01886730478446709,0.03772789267871718,0.056575049183792345,0.07540206458240159,0.09420223632762625,0.2827745475570045
0.025155245389375847,0.05029457036336618,0.07540206458240159,0.10046183785216795,0.12545803018029603,0.37677174836760763
0.0314421909191206,0.06285329004448194,0.09420223632762625,0.12545803018029603,0.15658976412855766,0.4705455116000825
0.03772789267871718,0.07540206458240159,0.11296887142907283,0.1503748218139367,0.18756665337583714,0.5640403038799654
0.04401210202238166,0.08793890841106125,0.1316952888356236,0.17519644325186898,0.21835806624464543,0.657200808765581
0.05029457036336618,0.10046183785216795,0.1503748218139367,0.19990718522480458,0.2489335544668916,0.749971969721167
0.056575049183792345,0.11296887142907283,0.16900082032184907,0.22449140863757258,0.27926288329283006,0.8422990328651168
0.06285329004448194,0.12545803018029603,0.18756665337583714,0.2489335544668916,0.30931606138886886,0.9341275894563756
0.06912904459478454,0.13792733797265358,0.20606571141169255,0.27321815360846585,0.3390633704946752,1.0254036180822719
0.07540206458240159,0.1503748218139367,0.22449140863757258,0.2973298366671723,0.3684753948102499,1.116073526511333
0.08167210186320663,0.1627985121650943,0.24283718537858712,0.32125334368414366,0.39752305008391287,1.2060841931749446
0.08793890841106125,0.17519644325186898,0.2610965104120882,0.34497353379459045,0.4261776123724353,1.295383008242044
0.09420223632762625,0.18756665337583714,0.27926288329283006,0.3684753948102499,0.45441074644487744,1.3839179142514209
0.10046183785216795,0.19990718522480458,0.2973298366671723,0.3917440527203973,0.4821945338020477,1.4716374462665898
0.10671746537135889,0.21221608618250787,0.31529093857550244,0.41476478110540693,0.5095015002838731,1.5584907715186493
0.11296887142907283,0.22449140863757258,0.33313979474205757,0.4375230104569043,0.5363046432373824,1.6444277285029896
0.11921580873617335,0.23673121029167973,0.3508700508513305,0.46000433739861096,0.5625774582184371,1.7293988654962316
0.12545803018029603,0.2489335544668916,0.3684753948102499,0.4821945338020477,0.588293965200805,1.8133554784602903
0.1316952888356236,0.2610965104120882,0.3859495589953287,0.5040795557913246,0.6134287342666617,1.8962496483010267
0.13792733797265358,0.27321815360846585,0.4032863224839813,0.5256455526313207,0.6379569107531119,1.9780342774495336
0.1441539310679583,0.28529656607404974,0.42047951326921434,0.5468788754936273,0.661854239829868,2.058663125734718
0.1503748218139367,0.2973298366671723,0.4375230104569043,0.5677660860947078,0.6850970904837809,2.1380908455165017
0.15658976412855766,0.30931606138886886,0.45441074644487733,0.588293965200805,0.7076624788865044,2.2162730160496134
0.1627985121650943,0.32125334368414366,0.47113670908301775,0.608449520994217,0.7295280911221883,2.293166177048661
0.16900082032184907,0.33313979474205757,0.48769494381363454,0.6282199972956423,0.7506723052527243,2.3687278614259077
0.17519644325186898,0.34497353379459045,0.5040795557913246,0.647592881637394,0.7710742126987247,2.4429166271739025
0.18138513587265107,0.3567526884142317,0.5202847119815789,0.666555913182372,0.7907136389150937,2.5156920883659275
0.18756665337583714,0.3684753948102499,0.5363046432373824,0.6850970904837809,0.809571163340744,2.5870149452479945
0.19374075123689763,0.38013979812359666,0.5521336463530702,0.7032046790806838,0.8276281386027312,2.6568470133969795
0.19990718522480458,0.3917440527203973,0.5677660860947078,0.720867218924585,0.8448667089558177,2.7251512519203125
0.20606571141169255,0.4032863224839812,0.5831963972062733,0.7380735316323389,0.8612698279392308,2.7918917906735166
0.21221608618250787,0.41476478110540693,0.5984190863909268,0.7548127275607988,0.8768212752331535,2.857033956472794
0.21835806624464543,0.4261776123724353,0.6134287342666618,0.7710742126987247,0.891505672698284,2.9205442982807517
0.22449140863757258,0.4375230104569043,0.6282199972956423,0.7868476953715899,0.9053084995825966,2.9823906113443055
0.23061587074244014,0.4487991802004621,0.6427876096865393,0.8021231927550437,0.918216106880274,3.042541960264759
0.23673121029167973,0.46000433739861096,0.6571263852691885,0.8168910371929053,0.9302157308286042,3.1009687009809888
0.24283718537858714,0.4711367090830178,0.6712312193409027,0.8311418823156935,0.9412955055295033,3.1576425016477043
0.2489335544668916,0.4821945338020477,0.6850970904837809,0.8448667089558177,0.9514444746831766,3.2125363623917145
0.25502007640031044,0.4931760618994744,0.6987190623523675,0.8580568308556875,0.960652602422321,3.265624633930161
0.2610965104120882,0.5040795557913246,0.7120922854310253,0.8707039001651274,0.9689107832361495,3.316883035035715
0.2671626161345213,0.5149032902408126,0.7252119987603972,0.8827999127246196,0.9762108509744296,3.3662886688347804
0.27321815360846585,0.5256455526313207,0.738073531632339,0.8943372131310272,0.9825455869226277,3.4138200379257806
0.27926288329283006,0.5363046432373824,0.7506723052527243,0.9053084995825966,0.9879087269401781,3.459457058305712
0.28529656607404974,0.5468788754936273,0.7630038343715273,0.9157068285001692,0.9922949676548136,3.503181072094187
0.2913189632755472,0.5573665762616421,0.7750637288796015,0.9255256189216778,0.9956999717068377,3.5449748590453063
0.2973298366671723,0.5677660860947078,0.7868476953715899,0.934758656667151,0.9981203720381463,3.584822646838767
0.30332894847462666,0.5780757595003707,0.7983515386744059,0.9434000982715812,0.9995537752217638,3.6227101201427483
0.30931606138886886,0.588293965200805,0.8095711633407439,0.9514444746831766,0.9999987638285974,3.6586244284421916
0.31529093857550244,0.5984190863909268,0.8205025751070875,0.9588866947246497,0.9994548978290693,3.692554192627236
0.32125334368414366,0.608449520994217,0.8311418823156935,0.9657220483153546,0.9979227150282433,3.724489510337652
0.3272030408577716,0.6183836819162153,0.8414852973000502,0.9719462094522335,0.9954037305340125,3.754421960060283
0.33313979474205757,0.6282199972956423,0.8515291377333113,0.9775552389476861,0.991900435258877,3.782344603977574
0.33906337049467516,0.6379569107531118,0.8612698279392308,0.9825455869226277,0.9874162934567889,3.8082519895664344
0.34497353379459045,0.647592881637394,0.8707039001651274,0.98691409505316,0.9819557392975067,3.8321401499477785
0.3508700508513305,0.6571263852691885,0.8798279958164293,0.9906579985694317,0.9755241724818388,3.854006602988219
0.3567526884142317,0.666555913182372,0.8886388666523558,0.9937749280054242,0.9681279529021188,3.873850349156503
0.3626212137816669,0.675879973362679,0.897133375942314,0.9962629106985543,0.9597743943531891,3.891671868138403
0.3684753948102499,0.6850970904837809,0.9053084995825966,0.9981203720381463,0.9504717573001115,3.907473114214885
0.37431499992401884,0.6942058061407225,0.9131613271729832,0.9993461364619809,0.940229240709759,3.9212575104094647
0.38013979812359666,0.7032046790806838,0.920689063052863,0.9999394282002937,0.9290569729543627,3.9330299414118004
0.3859495589953287,0.7120922854310253,0.9278890272965092,0.9998998717667489,0.9169660017960135,3.9427967452856256
