date,open,high,low,close,volume,adjusted_close,name
2000-01-03,116.03,116.03,113.0,113.5,1278800.0,113.5,dia
2000-01-04,112.28,112.97,109.77,109.77,1534700.0,109.77,dia
2000-01-05,110.0,112.38,109.03,111.19,2007000.0,111.19,dia
2000-01-06,111.41,113.17,111.19,112.19,2639200.0,112.19,dia
2000-01-07,111.41,115.56,113.31,115.5,3767400.0,115.5,dia
2000-01-10,116.81,116.81,115.44,116.0,762900.0,116.0,dia
2000-01-11,115.16,116.75,115.02,115.14,1658700.0,115.14,dia
2000-01-12,115.5,116.19,115.16,115.44,813300.0,115.44,dia
2000-01-13,116.02,116.62,115.22,115.88,1192200.0,115.88,dia
2000-01-14,117.47,117.5,116.12,117.5,1935500.0,117.5,dia
2000-01-18,116.44,116.88,115.5,115.72,656500.0,115.72,dia
2000-01-19,115.62,115.8,114.59,115.56,1003400.0,115.56,dia
2000-01-20,115.94,115.97,112.66,113.73,887000.0,113.73,dia
2000-01-21,114.19,114.19,112.31,112.81,783200.0,112.81,dia
2000-01-24,113.25,113.62,109.06,110.0,2066100.0,110.0,dia
2000-01-25,110.59,110.88,108.75,110.34,1728200.0,110.34,dia
2000-01-26,110.22,111.38,110.12,110.47,1001400.0,110.47,dia
2000-01-27,111.12,111.61,109.19,110.47,853900.0,110.47,dia
2000-01-28,109.84,110.06,107.14,107.41,1253300.0,107.41,dia
2000-01-31,107.14,109.62,107.0,109.5,996600.0,109.5,dia
2000-02-01,109.56,110.72,109.03,110.28,786500.0,110.28,dia
2000-02-02,110.38,111.19,109.66,109.69,618100.0,109.69,dia
2000-02-03,110.62,110.66,108.22,110.5,863300.0,110.5,dia
2000-02-04,110.44,110.97,109.34,109.75,474000.0,109.75,dia
2000-02-07,109.16,109.47,108.38,108.75,723900.0,108.75,dia
2000-02-08,109.91,110.34,109.12,109.31,993100.0,109.31,dia
2000-02-09,109.38,109.38,106.78,106.91,819900.0,106.91,dia
2000-02-10,107.27,107.59,106.02,107.0,1263500.0,107.0,dia
2000-02-11,106.56,106.56,103.62,104.5,2148400.0,104.5,dia
2000-02-14,105.0,105.59,104.56,105.5,1300800.0,105.5,dia
2000-02-15,105.59,107.88,105.02,107.44,1360000.0,107.44,dia
2000-02-16,106.88,107.69,105.75,105.81,725800.0,105.81,dia
2000-02-17,106.78,106.86,104.66,104.78,1164100.0,104.78,dia
2000-02-18,105.0,105.0,102.0,102.5,1526600.0,102.5,dia
2000-02-22,102.88,103.47,101.0,102.81,1518800.0,102.81,dia
2000-02-23,102.97,103.5,101.62,102.25,1558900.0,102.25,dia
2000-02-24,102.56,102.69,99.56,101.12,4518600.0,101.12,dia
2000-02-25,100.59,101.47,98.19,98.56,3315900.0,98.56,dia
2000-02-28,99.19,101.62,98.25,100.14,3068300.0,100.14,dia
2000-02-29,101.19,102.12,100.44,101.56,1205000.0,101.56,dia
2000-03-01,101.19,102.78,100.69,101.62,1136200.0,101.62,dia
2000-03-02,101.19,102.25,101.0,101.69,576000.0,101.69,dia
2000-03-03,101.19,104.55,103.0,103.88,1678200.0,103.88,dia
2000-03-06,101.19,103.98,101.14,101.72,1220500.0,101.72,dia
2000-03-07,101.47,101.53,97.53,98.0,3744800.0,98.0,dia
